 *  Executing task: platformio device monitor 

--- Terminal on /dev/cu.usbserial-10 | 115200 8-N-1
--- Available filters and text transformations: colorize, debug, default, direct, esp32_exception_decoder, hexlify, log2file, nocontrol, printable, send_on_enter, time
--- More details at https://bit.ly/pio-monitor-filters
--- Quit: Ctrl+C | Menu: Ctrl+T | Help: Ctrl+T followed by Ctrl+H
115332 00:00:00.000 R 09fd0202 c8 33 03 c1 3f fa ff ff
115336 00:00:00.000 R 09f80200 5e fc 0f 7e 00 00 ff ff
115337 00:00:00.000 R 09f80200 5f fd 21 7e 00 00 ff ff
115349 00:00:00.000 R 09f11200 5f ff ff ff 7f f0 ff fc
115350 00:00:00.000 R 09f80100 80 8c 39 1e 08 25 cf fe
115350 00:00:00.000 R 09fd0202 c9 39 03 d8 40 fa ff ff
115362 00:00:00.000 R 09f11200 60 ff ff ff 7f f0 ff fc
115536 00:00:00.000 R 19f51323 ff ff ff ff ff ff 57 a7 0f 00 57 a7 0f 00
115537 00:00:00.000 R 15fd0723 ff c0 ce 71 ff 7f ff ff
115537 00:00:00.000 R 0df80500 60 ff ff 20 b4 dc 17 00 00 dd 6d d9 89 09 07 00 50 08 92 34 05 b9 ff 60 9c 90 ff ff ff ff ff 20 fc 08 82 00 ff 7f ff ff ff 7f ff
115560 00:00:00.000 R 15fd0600 60 cf 71 ff ff ff ff ff
115561 00:00:00.000 R 15fd0700 60 00 cf 71 ff 7f ff ff
115562 00:00:00.000 R 0df01000 60 f0 ff ff 20 b4 dc 17
115572 00:00:00.000 R 09f80200 60 fd 21 7e ff ff ff ff
115574 00:00:00.000 R 19fa0300 60 ff 82 00 ff 7f ff 7f
115752 00:00:00.000 R 09fd0202 cd 41 03 90 42 fa ff ff
115756 00:00:00.000 R 09f80200 63 fd 21 7e ff ff ff ff
115757 00:00:00.000 R 09f11200 64 ff ff ff 7f f0 ff fc
115758 00:00:00.000 R 09f80100 80 8c 39 1e 08 25 cf fe
115769 00:00:00.000 R 09fd0202 ce 3c 03 4b 43 fa ff ff
115771 00:00:00.000 R 09f11200 65 ff ff ff 7f f0 ff fc
115771 00:00:00.000 R 09fd0202 cf 38 03 37 42 fa ff ff
115858 00:00:00.000 R 09f80200 66 fd 21 7e 00 00 ff ff
115860 00:00:00.000 R 09f20020 00 00 00 ff ff 00 ff ff
115861 00:00:00.000 R 09f11200 66 ff ff ff 7f f0 ff fc
115988 00:00:00.000 R 09f80100 80 8c 39 1e 08 25 cf fe
115989 00:00:00.000 R 19f21420 00 ea 04 0c 00 80 70 00
115990 00:00:00.000 R 09fd0202 d0 31 03 6f 40 fa ff ff
116003 00:00:00.000 R 19f21920 00 c2 01 00 00 01 00 50
116003 00:00:00.000 R 09f11200 67 ff ff ff 7f f0 ff fc
116004 00:00:00.000 R 19f21421 01 06 00 00 00 80 70 00
116178 00:00:00.000 R 09fd0202 d3 22 03 f6 40 fa ff ff
116182 00:00:00.000 R 15fd0800 69 00 00 cf 71 ff ff ff
116183 00:00:00.000 R 09f11200 6a ff ff ff 7f f0 ff fc
116183 00:00:00.000 R 09f80100 80 8c 39 1e 08 25 cf fe
116194 00:00:00.000 R 0df50b23 ff 71 01 00 00 00 00 ff
116195 00:00:00.000 R 09f50323 ff 00 00 ff ff 00 ff ff
116373 00:00:00.000 R 15fd0700 6a 00 cf 71 ff 7f ff ff
116374 00:00:00.000 R 0df01000 6a f0 ac 4d 20 b4 dc 17
116374 00:00:00.000 R 09f80200 6a fc 0f 7e 00 00 ff ff
116387 00:00:00.000 R 09f80200 6b fd 21 7e 00 00 ff ff
116388 00:00:00.000 R 19fa0300 6b ff 82 00 ff 7f ff 7f
116389 00:00:00.000 R 0df80900 ac 4d 20 b4 dc 17 ff 7f
116564 00:00:00.000 R 09fd0202 d8 21 03 c7 3b fa ff ff
116568 00:00:00.000 R 09f11200 6f ff ff ff 7f f0 ff fc
116568 00:00:00.000 R 09f80100 80 8c 39 1e 08 25 cf fe
116569 00:00:00.000 R 15fd0723 ff c0 cf 71 ff 7f ff ff
116580 00:00:00.000 R 09fd0202 d9 21 03 7a 3a fa ff ff
116581 00:00:00.000 R 15fd0600 6f cf 71 ff ff ff ff ff
116593 00:00:00.000 R 15fd0700 6f 00 cf 71 ff 7f ff ff
116593 00:00:00.000 R 09f80200 6f fc 0f 7e 00 00 ff ff
116769 00:00:00.000 R 09fd0202 da 1a 03 df 3a fa ff ff
116773 00:00:00.000 R 09f20020 00 00 00 ff ff 00 ff ff
116774 00:00:00.000 R 09f20020 00 00 00 ff ff 00 ff ff
116775 00:00:00.000 R 19f21420 00 eb 04 0e 00 80 70 00
116787 00:00:00.000 R 19f21920 00 c2 01 00 00 01 00 50
116787 00:00:00.000 R 19f21421 01 06 00 00 00 80 70 00
116799 00:00:00.000 R 19f21921 00 c2 01 00 00 01 00 50
116799 00:00:00.000 R 09f20120 00 ff ff ff ff f3 89 06 00 ff 7f ff ff ff ff ff ff ff ff ff 01 00 00 00 7f 7f
116974 00:00:00.000 R 19f21920 00 c2 01 00 00 01 00 50
116975 00:00:00.000 R 19f21421 01 06 00 00 00 80 70 00
116977 00:00:00.000 R 19f21921 00 c2 01 00 00 01 00 50
116987 00:00:00.000 R 09f20120 00 ff ff ff ff f3 89 06 00 ff 7f ff ff ff ff ff ff ff ff ff 01 00 00 00 7f 7f
116998 00:00:00.000 R 09fd0202 db 14 03 4f 3b fa ff ff
117000 00:00:00.000 R 09f11200 72 ff ff ff 7f f0 ff fc
117001 00:00:00.000 R 09f80100 80 8c 39 1e 08 25 cf fe
117011 00:00:00.000 R 09f80200 72 fc 0f 7e 00 00 ff ff
117181 00:00:00.000 R 09fd0202 dd 00 03 48 39 fa ff ff
117185 00:00:00.000 R 09f11200 74 ff ff ff 7f f0 ff fc
117185 00:00:00.000 R 09f80100 80 8c 39 1e 08 25 cf fe
117186 00:00:00.000 R 0df50b23 ff 6f 01 00 00 00 00 ff
117197 00:00:00.000 R 09f50323 ff 00 00 ff ff 00 ff ff
117198 00:00:00.000 R 19f51323 ff ff ff ff ff ff 57 a7 0f 00 57 a7 0f 00
117208 00:00:00.000 R 15fd0723 ff c0 cf 71 ff 7f ff ff
117209 00:00:00.000 R 0df80500 74 ac 4d 60 50 dd 17 00 00 dd 6d d9 89 09 07 00 50 08 92 34 05 b9 ff e0 b6 96 ff ff ff ff ff 20 fc 08 82 00 ff 7f ff ff ff 7f ff
117399 00:00:00.000 R 09f50300 75 00 00 ff ff ff ff ff
117400 00:00:00.000 R 09fd0202 df f1 02 1c 3a fa ff ff
117403 00:00:00.000 R 09f11200 76 ff ff ff 7f f0 ff fc
117404 00:00:00.000 R 09f80100 80 8c 39 1e 08 25 cf fe
117414 00:00:00.000 R 09f11200 77 ff ff ff 7f f0 ff fc
117415 00:00:00.000 R 09f80100 80 8c 39 1e 08 25 cf fe
117487 00:00:00.000 R 09f80100 80 8c 39 1e 08 25 cf fe
117487 00:00:00.000 R 09fd0202 e1 e9 02 15 3b fa ff ff
117490 00:00:00.000 R 09f11200 79 ff ff ff 7f f0 ff fc
117501 00:00:00.000 R 09f80100 80 8c 39 1e 08 25 cf fe
117501 00:00:00.000 R 09fd0202 e2 e9 02 1a 3b fa ff ff
117615 00:00:00.000 R 09f20020 00 00 00 ff ff 00 ff ff
117617 00:00:00.000 R 09f20020 00 00 00 ff ff 00 ff ff
117618 00:00:00.000 R 19f21420 00 ea 04 0d 00 80 70 00
117630 00:00:00.000 R 19f21420 00 ea 04 0d 00 80 70 00
117631 00:00:00.000 R 19f21920 00 c2 01 00 00 01 00 50
117631 00:00:00.000 R 19f21421 01 06 00 00 00 80 70 00
117795 00:00:00.000 R 09f11200 7b ff ff ff 7f f0 ff fc
117796 00:00:00.000 R 09f80100 80 8c 39 1e 08 25 cf fe
117796 00:00:00.000 R 09fd0202 e4 e7 02 45 3c fa ff ff
117809 00:00:00.000 R 09f11200 7c ff ff ff 7f f0 ff fc
117810 00:00:00.000 R 09f80100 80 8c 39 1e 08 25 cf fe
117810 00:00:00.000 R 09fd0202 e5 e7 02 15 3b fa ff ff
117822 00:00:00.000 R 09f80200 7c fc 0f 7e 00 00 ff ff
117823 00:00:00.000 R 09f80200 7d fd 21 7e 00 00 ff ff
118000 00:00:00.000 R 09f11200 7d ff ff ff 7f f0 ff fc
118001 00:00:00.000 R 09f80100 80 8c 39 1e 08 25 cf fe
118001 00:00:00.000 R 09fd0202 e6 e8 02 83 37 fa ff ff
118015 00:00:00.000 R 15fd0800 7d 00 00 cf 71 ff ff ff
118016 00:00:00.000 R 09f11200 7e ff ff ff 7f f0 ff fc
118230 00:00:00.000 R 09f80100 80 8c 39 1e 08 25 cf fe
118231 00:00:00.000 R 09fd0202 e7 e6 02 00 37 fa ff ff
118234 00:00:00.000 R 0df50b23 ff 6f 01 00 00 00 00 ff
118235 00:00:00.000 R 09f50323 ff 00 00 ff ff 00 ff ff
118246 00:00:00.000 R 19f51323 ff ff ff ff ff ff 57 a7 0f 00 57 a7 0f 00
118246 00:00:00.000 R 15fd0723 ff c0 cf 71 ff 7f ff ff
118426 00:00:00.000 R 09fd0202 e9 e1 02 58 35 fa ff ff
118430 00:00:00.000 R 09f80100 80 8c 39 1e 08 25 cf fe
118430 00:00:00.000 R 09f20020 00 00 00 ff ff 00 ff ff
118431 00:00:00.000 R 19f21420 00 ea 04 0e 00 80 70 00
118443 00:00:00.000 R 19f21920 00 c2 01 00 00 01 00 50
118443 00:00:00.000 R 19f21421 01 06 00 00 00 80 70 00
118618 00:00:00.000 R 19f21920 00 c2 01 00 00 01 00 50
118619 00:00:00.000 R 19f21421 01 06 00 00 00 80 70 00
118621 00:00:00.000 R 19f21921 00 c2 01 00 00 01 00 50
118631 00:00:00.000 R 09f20120 00 ff ff ff ff f3 89 06 00 ff 7f ff ff ff ff ff ff ff ff ff 01 00 00 00 7f 7f
118642 00:00:00.000 R 09f80100 80 8c 39 1e 08 25 cf fe
118642 00:00:00.000 R 09fd0202 eb e3 02 6f 3a fa ff ff
118645 00:00:00.000 R 09f80100 80 8c 39 1e 08 25 cf fe
118656 00:00:00.000 R 09fd0202 ec e4 02 fd 3b fa ff ff
118824 00:00:00.000 R 15fd0600 81 cf 71 ff ff ff ff ff
118826 00:00:00.000 R 15fd0700 81 00 cf 71 ff 7f ff ff
118827 00:00:00.000 R 09f80200 82 fc 0f 7e 00 00 ff ff
118839 00:00:00.000 R 09f80200 83 fd 21 7e 00 00 ff ff
118840 00:00:00.000 R 09f80100 80 8c 39 1e 08 25 cf fe
118841 00:00:00.000 R 15fd0c23 ff 00 00 1e 72 04 ff ff
118851 00:00:00.000 R 09f11200 83 ff ff ff 7f aa ff fc
119017 00:00:00.000 R 09f80200 84 fc 0f 7e 00 00 ff ff
119020 00:00:00.000 R 09f80200 85 fd 21 7e 00 00 ff ff
119022 00:00:00.000 R 09fd0202 ef e5 02 17 3e fa ff ff
119024 00:00:00.000 R 09f11200 85 ff ff ff 7f aa ff fc
119035 00:00:00.000 R 09f80100 80 8c 39 1e 08 25 cf fe
119036 00:00:00.000 R 09fd0202 f0 e8 02 48 3b fa ff ff
119038 00:00:00.000 R 09f11200 86 ff ff ff 7f aa ff fc
119048 00:00:00.000 R 09f80100 80 8c 39 1e 08 25 cf fe
119121 00:00:00.000 R 15fd0700 86 00 cf 71 ff 7f ff ff
119122 00:00:00.000 R 0df01000 86 f0 ac 4d 60 50 dd 17
119122 00:00:00.000 R 09f80200 86 fc 0f 7e 00 00 ff ff
119135 00:00:00.000 R 09f80200 87 fd 21 7e 00 00 ff ff
119136 00:00:00.000 R 0df80900 ac 4d 60 50 dd 17 ff 7f
119137 00:00:00.000 R 19fa0300 87 ff 82 00 ff 7f ff 7f
119261 00:00:00.000 R 0df50b00 87 71 01 00 00 00 00 ff
119263 00:00:00.000 R 0df90300 87 f0 ff ff ff 7f ff ff
119263 00:00:00.000 R 09f20020 00 00 00 ff ff 00 ff ff
119275 00:00:00.000 R 19f21420 00 ea 04 0c 00 80 70 00
119276 00:00:00.000 R 19f21920 00 c2 01 00 00 01 00 50
119276 00:00:00.000 R 19f21421 01 06 00 00 00 80 70 00
119448 00:00:00.000 R 09f20120 00 ff ff ff ff f3 89 06 00 ff 7f ff ff ff ff ff ff ff ff ff 01 00 00 00 7f 7f
119449 00:00:00.000 R 09fd0202 f3 ff 02 22 3c fa ff ff
119462 00:00:00.000 R 09f11200 89 ff ff ff 7f aa ff fc
119463 00:00:00.000 R 09f80100 80 8c 39 1e 08 25 cf fe
119463 00:00:00.000 R 09f80200 89 fc 0f 7e 00 00 ff ff
119475 00:00:00.000 R 09f80200 8a fd 21 7e 00 00 ff ff
119649 00:00:00.000 R 09fd0202 f6 28 03 36 3e fa ff ff
119653 00:00:00.000 R 15fd0723 ff c0 d0 71 ff 7f ff ff
119653 00:00:00.000 R 09f80200 8b fc 0f 7e 00 00 ff ff
119654 00:00:00.000 R 09f80200 8c fd 21 7e 00 00 ff ff
119666 00:00:00.000 R 09f11200 8c ff ff ff 7f aa ff fc
119667 00:00:00.000 R 09f80100 80 8c 39 1e 08 25 cf fe
119851 00:00:00.000 R 09fd0202 f8 46 03 40 3d fa ff ff
119916 00:00:00.000 R 09f11200 8e ff ff ff 7f aa ff fc
120069 00:00:00.000 R 09f80100 80 8c 39 1e 08 25 cf fe
120070 00:00:00.000 R 09f80200 8e fc 0f 7e 00 00 ff ff
120072 00:00:00.000 R 09f80200 8f fd 21 7e 00 00 ff ff
120084 00:00:00.000 R 09fd0202 f9 51 03 03 3c fa ff ff
120086 00:00:00.000 R 09f11200 8f ff ff ff 7f aa ff fc
120086 00:00:00.000 R 09f80100 80 8c 39 1e 08 25 cf fe
120270 00:00:00.000 R 0df01000 90 f0 ac 4d 60 50 dd 17
120271 00:00:00.000 R 09f80200 90 fc 0f 7e 00 00 ff ff
120273 00:00:00.000 R 09f80200 91 fd 21 7e 00 00 ff ff
120285 00:00:00.000 R 0df80900 ac 4d 60 50 dd 17 ff 7f
120285 00:00:00.000 R 19fa0300 91 ff 82 00 ff 7f ff 7f
120286 00:00:00.000 R 0df50b00 91 6e 01 00 00 00 00 ff
120466 00:00:00.000 R 09fd0202 02 5f 03 6a 34 fa ff ff
120470 00:00:00.000 R 09f11200 93 ff ff ff 7f aa ff fc
120470 00:00:00.000 R 09f80100 80 8c 39 1e 08 25 cf fe
120470 00:00:00.000 R 09f80200 93 fc 0f 7e 00 00 ff ff
120482 00:00:00.000 R 09f80200 94 fd 21 7e 00 00 ff ff
120484 00:00:00.000 R 09fd0202 03 5b 03 9c 35 fa ff ff
120672 00:00:00.000 R 09f11200 95 ff ff ff 7f aa ff fc
120673 00:00:00.000 R 09f80100 80 8c 39 1e 08 25 cf fe
120673 00:00:00.000 R 09fd0202 04 54 03 6b 35 fa ff ff
120687 00:00:00.000 R 15fd0723 ff c0 cf 71 ff 7f ff ff
120687 00:00:00.000 R 15fd0600 95 cf 71 ff ff ff ff ff
120688 00:00:00.000 R 15fd0700 95 00 cf 71 ff 7f ff ff
120857 00:00:00.000 R 09f20020 00 00 00 ff ff 00 ff ff
120859 00:00:00.000 R 19f21420 00 ea 04 0c 00 80 70 00
120911 00:00:00.000 R 19f21920 00 c2 01 00 00 01 00 50
120912 00:00:00.000 R 19f21421 01 06 00 00 00 80 70 00
120913 00:00:00.000 R 19f21921 00 c2 01 00 00 01 00 50
120923 00:00:00.000 R 09f20120 00 ff ff ff ff f3 89 06 00 ff 7f ff ff ff ff ff ff ff ff ff 01 00 00 00 7f 7f
120934 00:00:00.000 R 09f20020 00 00 00 ff ff 00 ff ff
120935 00:00:00.000 R 19f21420 00 ea 04 0c 00 80 70 00
121089 00:00:00.000 R 09f80200 98 fc 0f 7e 00 00 ff ff
121091 00:00:00.000 R 09f80200 99 fd 21 7e 00 00 ff ff
121093 00:00:00.000 R 1df11a03 ff ff ff ff f6 ff ff ff
121093 00:00:00.000 R 09f11200 99 ff ff ff 7f aa ff fc
121104 00:00:00.000 R 09fd0202 08 30 03 d6 39 fa ff ff
121106 00:00:00.000 R 09f11200 9a ff ff ff 7f aa ff fc
121242 00:00:00.000 R 0df50b23 ff 71 01 00 00 00 00 ff
121302 00:00:00.000 R 09f50323 ff 00 00 ff ff 00 ff ff
121302 00:00:00.000 R 19f51323 ff ff ff ff ff ff 57 a7 0f 00 57 a7 0f 00
121302 00:00:00.000 R 15fd0723 ff c0 cf 71 ff 7f ff ff
121313 00:00:00.000 R 0df80500 9a ac 4d a0 ec dd 17 00 00 dd 6d d9 89 09 07 00 50 08 92 34 05 b9 ff 20 8f 8d ff ff ff ff ff 20 fc 08 82 00 ff 7f ff ff ff 7f ff
121326 00:00:00.000 R 15fd0600 9a cf 71 ff ff ff ff ff
121327 00:00:00.000 R 15fd0700 9a 00 cf 71 ff 7f ff ff
121491 00:00:00.000 R 09f80100 80 8c 39 1e 08 25 cf fe
121492 00:00:00.000 R 09fd0202 0c 0f 03 d6 37 fa ff ff
121495 00:00:00.000 R 09f80200 9d fc 0f 7e 00 00 ff ff
121506 00:00:00.000 R 09f80200 9e fd 21 7e 00 00 ff ff
121508 00:00:00.000 R 1df11a04 ff ff ff ff f6 ff ff ff
121508 00:00:00.000 R 09f11200 9e ff ff ff 7f aa ff fc
121591 00:00:00.000 R 15fd0723 ff c0 d0 71 ff 7f ff ff
121591 00:00:00.000 R 15fd0600 9f cf 71 ff ff ff ff ff
121593 00:00:00.000 R 15fd0700 9f 00 cf 71 ff 7f ff ff
121603 00:00:00.000 R 09f80200 9f fc 0f 7e 00 00 ff ff
121605 00:00:00.000 R 09f80200 a0 fd ff ff 00 00 ff ff
121723 00:00:00.000 R 09f11200 a0 ff ff ff 7f aa ff fc
121724 00:00:00.000 R 09f80100 80 8c 39 1e 08 25 cf fe
121724 00:00:00.000 R 09f20020 00 00 00 ff ff 00 ff ff
121736 00:00:00.000 R 19f21420 00 eb 04 0e 00 80 70 00
121737 00:00:00.000 R 19f21920 00 c2 01 00 00 01 00 50
121738 00:00:00.000 R 19f21421 01 06 00 00 00 80 70 00
121902 00:00:00.000 R 09f11200 a1 ff ff ff 7f aa ff fc
121903 00:00:00.000 R 09f80100 80 8c 39 1e 08 25 cf fe
121903 00:00:00.000 R 09fd0202 10 05 03 85 38 fa ff ff
121916 00:00:00.000 R 09f11200 a2 ff ff ff 7f aa ff fc
121916 00:00:00.000 R 09f80100 80 8c 39 1e 08 25 cf fe
121917 00:00:00.000 R 09fd0202 11 06 03 e4 36 fa ff ff
122399 00:00:00.000 R 09f20020 00 00 00 ff ff 00 ff ff
122503 00:00:00.000 R 19f21420 00 eb 04 0c 00 80 70 00
122505 00:00:00.000 R 19f21920 00 c2 01 00 00 01 00 50
122506 00:00:00.000 R 19f21421 01 06 00 00 00 80 70 00
122517 00:00:00.000 R 15fd060f 00 00 00 40 0b f5 03 ff
122518 00:00:00.000 R 19f21921 00 c2 01 00 00 01 00 50
122519 00:00:00.000 R 15fd0800 a3 00 00 cf 71 ff ff ff
122530 00:00:00.000 R 09f20120 00 ff ff ff ff f3 89 06 00 ff 7f ff ff ff ff ff ff ff ff ff 01 00 00 00 7f 7f
122540 00:00:00.000 R 09f11200 a4 ff ff ff 7f aa ff fc
122745 00:00:00.000 R 09f80200 a4 fc 0f 7e 00 00 ff ff
122747 00:00:00.000 R 09f80200 a5 fd 55 7e 00 00 ff ff
122749 00:00:00.000 R 0df80900 ac 4d a0 ec dd 17 ff 7f
122749 00:00:00.000 R 19fa0300 a5 ff 82 00 ff 7f ff 7f
122760 00:00:00.000 R 0df50b00 a5 6e 01 00 00 00 00 ff
122761 00:00:00.000 R 0df90300 a5 f0 ff ff ff 7f ff ff
122942 00:00:00.000 R 09f80100 80 8c 39 1e 08 25 cf fe
122943 00:00:00.000 R 09f20020 00 00 00 ff ff 00 ff ff
122944 00:00:00.000 R 19f21420 00 eb 04 0c 00 80 70 00
122955 00:00:00.000 R 09fd0202 17 13 03 e0 38 fa ff ff
122958 00:00:00.000 R 19f21920 00 c2 01 00 00 01 00 50
122959 00:00:00.000 R 19f21421 01 06 00 00 00 80 70 00
123032 00:00:00.000 R 15fd0700 a9 00 cf 71 ff 7f ff ff
123134 00:00:00.000 R 09f80200 a9 fc 0f 7e 00 00 ff ff
123136 00:00:00.000 R 09f80200 aa fd 55 7e 00 00 ff ff
123138 00:00:00.000 R 09f11200 aa ff ff ff 7f f0 ff fc
123138 00:00:00.000 R 09f80100 80 8c 39 1e 08 25 cf fe
123149 00:00:00.000 R 15fd0c23 ff 00 00 22 72 04 ff ff
123150 00:00:00.000 R 09fd0202 19 19 03 47 39 fa ff ff
123335 00:00:00.000 R 09f20020 00 00 00 ff ff 00 ff ff
123337 00:00:00.000 R 19f21420 00 ea 04 0e 00 80 70 00
123339 00:00:00.000 R 19f21920 00 c2 01 00 00 01 00 50
123349 00:00:00.000 R 19f21421 01 06 00 00 00 80 70 00
123350 00:00:00.000 R 19f21921 00 c2 01 00 00 01 00 50
123351 00:00:00.000 R 09f20120 00 ff ff ff ff f3 89 06 00 ff 7f ff ff ff ff ff ff ff ff ff 01 00 00 00 7f 7f
123566 00:00:00.000 R 0df80900 ff ff a0 ec dd 17 ff 7f
123567 00:00:00.000 R 19fa0300 ae ff 82 00 ff 7f ff 7f
123567 00:00:00.000 R 0df50b00 ae 6e 01 00 00 00 00 ff
123578 00:00:00.000 R 09f11200 af ff ff ff 7f f0 ff fc
123579 00:00:00.000 R 09f80100 80 8c 39 1e 08 25 cf fe
123589 00:00:00.000 R 0df90300 af f0 ff ff ff 7f ff ff
123750 00:00:00.000 R 09f80100 80 8c 39 1e 08 25 cf fe
123751 00:00:00.000 R 09f80200 b1 fc 0f 7e 00 00 ff ff
123753 00:00:00.000 R 09f80200 b2 fd 55 7e 00 00 ff ff
123765 00:00:00.000 R 09fd0202 20 32 03 4b 3a fa ff ff
123767 00:00:00.000 R 09f11200 b2 ff ff ff 7f f0 ff fc
123768 00:00:00.000 R 09f80100 80 8c 39 1e 08 25 cf fe
123951 00:00:00.000 R 09f11200 b4 ff ff ff 7f f0 ff fc
123952 00:00:00.000 R 09f80100 80 8c 39 1e 08 25 cf fe
123952 00:00:00.000 R 09fd0202 22 38 03 02 3b fa ff ff
123965 00:00:00.000 R 09f11200 b5 ff ff ff 7f f0 ff fc
123966 00:00:00.000 R 09f80100 80 8c 39 1e 08 25 cf fe
123966 00:00:00.000 R 09fd0202 23 34 03 7b 39 fa ff ff
124040 00:00:00.000 R 09f11200 b7 ff ff ff 7f f0 ff fc
124040 00:00:00.000 R 09f80100 80 8c 39 1e 08 25 cf fe
124041 00:00:00.000 R 09fd0202 25 26 03 9b 3d fa ff ff
124054 00:00:00.000 R 09f11200 b8 ff ff ff 7f f0 ff fc
124054 00:00:00.000 R 09f80100 80 8c 39 1e 08 25 cf fe
124055 00:00:00.000 R 09fd0202 26 1d 03 13 3e fa ff ff
124180 00:00:00.000 R 0df50b23 ff 71 01 00 00 00 00 ff
124182 00:00:00.000 R 09f50323 ff 00 00 ff ff 00 ff ff
124182 00:00:00.000 R 09f20020 00 00 00 ff ff 00 ff ff
124194 00:00:00.000 R 19f21420 00 ea 04 0c 00 80 70 00
124195 00:00:00.000 R 19f21920 00 c2 01 00 00 01 00 50
124195 00:00:00.000 R 19f21421 01 06 00 00 00 80 70 00
124367 00:00:00.000 R 09f11200 b9 ff ff ff 7f f0 ff fc
124368 00:00:00.000 R 09f80100 80 8c 39 1e 08 25 cf fe
124368 00:00:00.000 R 0df90300 b9 f0 ff ff ff 7f ff ff
124379 00:00:00.000 R 09fd0202 27 16 03 27 3e fa ff ff
124382 00:00:00.000 R 1df11a00 b9 ff ff ff f0 ff ff ff
124382 00:00:00.000 R 19f21421 01 06 00 00 00 80 70 00
124551 00:00:00.000 R 09fd0202 28 0b 03 ce 3e fa ff ff
124555 00:00:00.000 R 09f11200 bb ff ff ff 7f f0 ff fc
124555 00:00:00.000 R 09f80100 80 8c 39 1e 08 25 cf fe
124556 00:00:00.000 R 09fd0202 29 02 03 35 3e fa ff ff
124568 00:00:00.000 R 09f80200 bb fc 0f 7e 00 00 ff ff
124570 00:00:00.000 R 09f80200 bc fd 55 7e 00 00 ff ff
124571 00:00:00.000 R 09f11200 bc ff ff ff 7f f0 ff fc
124582 00:00:00.000 R 09f80100 80 8c 39 1e 08 25 cf fe
124756 00:00:00.000 R 09fd0202 2b f7 02 1b 3c fa ff ff
124760 00:00:00.000 R 15fd0723 ff c0 d0 71 ff 7f ff ff
124761 00:00:00.000 R 15fd0600 bd cf 71 ff ff ff ff ff
124762 00:00:00.000 R 15fd0700 bd 00 cf 71 ff 7f ff ff
124773 00:00:00.000 R 09f80200 bd fc 0f 7e 00 00 ff ff
124774 00:00:00.000 R 09f80200 be fd 55 7e 00 00 ff ff
124786 00:00:00.000 R 09f11200 be ff ff ff 7f f0 ff fc
124786 00:00:00.000 R 09f80100 80 8c 39 1e 08 25 cf fe
124960 00:00:00.000 R 09f20020 00 00 00 ff ff 00 ff ff
124962 00:00:00.000 R 09f11200 c0 ff ff ff 7f f0 ff fc
124962 00:00:00.000 R 09f80100 80 8c 39 1e 08 25 cf fe
124973 00:00:00.000 R 09fd0202 2e ff 02 e1 38 fa ff ff
124976 00:00:00.000 R 09f80200 c0 fc 0f 7e 00 00 ff ff
124977 00:00:00.000 R 09f80200 c1 fd 55 7e 00 00 ff ff
124989 00:00:00.000 R 09f11200 c1 ff ff ff 7f f0 ff fc
124990 00:00:00.000 R 09f80100 80 8c 39 1e 08 25 cf fe
125163 00:00:00.000 R 19f51323 ff ff ff ff ff ff 57 a7 0f 00 57 a7 0f 00
125164 00:00:00.000 R 15fd0723 ff c0 d0 71 ff 7f ff ff
125215 00:00:00.000 R 0df80500 c2 ac 4d d0 61 de 17 00 00 dd 6d d9 89 09 07 00 50 08 92 34 05 b9 ff 80 08 8c ff ff ff ff ff 20 fc 08 82 00 ff 7f ff ff ff 7f ff
125228 00:00:00.000 R 15fd0600 c2 cf 71 ff ff ff ff ff
125229 00:00:00.000 R 15fd0700 c2 00 cf 71 ff 7f ff ff
125229 00:00:00.000 R 0df01000 c2 f0 ac 4d d0 61 de 17
125240 00:00:00.000 R 09f80200 c2 fc 0f 7e 00 00 ff ff
125241 00:00:00.000 R 09f80200 c3 fd 55 7e 00 00 ff ff
125367 00:00:00.000 R 0df50b00 c3 6e 01 00 00 00 00 ff
125369 00:00:00.000 R 09f11200 c3 ff ff ff 7f f0 ff fc
125369 00:00:00.000 R 09f80100 80 8c 39 1e 08 25 cf fe
125380 00:00:00.000 R 0df90300 c3 f0 ff ff ff 7f ff ff
125381 00:00:00.000 R 09f50300 c3 00 00 ff ff ff ff ff
125381 00:00:00.000 R 1df11a00 c3 ff ff ff f0 ff ff ff
125392 00:00:00.000 R 09fd0202 31 19 03 25 38 fa ff ff
125394 00:00:00.000 R 09f11200 c4 ff ff ff 7f f0 ff fc
125573 00:00:00.000 R 09f80200 c5 fc 0f 7e 00 00 ff ff
125576 00:00:00.000 R 09f80200 c6 fd 55 7e 00 00 ff ff
125578 00:00:00.000 R 09fd0202 33 26 03 c0 3a fa ff ff
125581 00:00:00.000 R 09f11200 c6 ff ff ff 7f f0 ff fc
125591 00:00:00.000 R 09f80100 80 8c 39 1e 08 25 cf fe
125592 00:00:00.000 R 09fd0202 34 27 03 4f 3b fa ff ff
125594 00:00:00.000 R 09f11200 c7 ff ff ff 7f f0 ff fc
125605 00:00:00.000 R 09f80100 80 8c 39 1e 08 25 cf fe
125780 00:00:00.000 R 09f20020 00 00 00 ff ff 00 ff ff
125781 00:00:00.000 R 19f21420 00 ea 04 0c 00 80 70 00
125782 00:00:00.000 R 19f21920 00 c2 01 00 00 01 00 50
